status	relative_path	left_size	right_size	delta_right_minus_left	left_target	right_target
different	usr/lib/swift/iphonesimulator/_Differentiation.swiftmodule/arm64-apple-ios-simulator.swiftsourceinfo	116076	116076	0		
different	usr/lib/swift/iphonesimulator/_Differentiation.swiftmodule/x86_64-apple-ios-simulator.private.swiftinterface	155825	155825	0		
different	usr/lib/swift/iphonesimulator/_Differentiation.swiftmodule/x86_64-apple-ios-simulator.swiftdoc	8404	8404	0		
different	usr/lib/swift/iphonesimulator/_Differentiation.swiftmodule/x86_64-apple-ios-simulator.swiftinterface	155825	155825	0		
different	usr/lib/swift/iphonesimulator/_Differentiation.swiftmodule/x86_64-apple-ios-simulator.swiftmodule	1309116	1309116	0		
different	usr/lib/swift/iphonesimulator/_Differentiation.swiftmodule/x86_64-apple-ios-simulator.swiftsourceinfo	130788	130788	0		
different	usr/lib/swift/iphonesimulator/_RegexParser.swiftmodule/arm64-apple-ios-simulator.private.swiftinterface	90823	90823	0		
different	usr/lib/swift/iphonesimulator/_RegexParser.swiftmodule/arm64-apple-ios-simulator.swiftdoc	104808	104808	0		
different	usr/lib/swift/iphonesimulator/_RegexParser.swiftmodule/arm64-apple-ios-simulator.swiftinterface	89842	89842	0		
different	usr/lib/swift/iphonesimulator/_RegexParser.swiftmodule/arm64-apple-ios-simulator.swiftmodule	413876	413876	0		
different	usr/lib/swift/iphonesimulator/_RegexParser.swiftmodule/arm64-apple-ios-simulator.swiftsourceinfo	311712	311712	0		
different	usr/lib/swift/iphonesimulator/_RegexParser.swiftmodule/x86_64-apple-ios-simulator.private.swiftinterface	90824	90824	0		
different	usr/lib/swift/iphonesimulator/_RegexParser.swiftmodule/x86_64-apple-ios-simulator.swiftdoc	104808	104808	0		
different	usr/lib/swift/iphonesimulator/_RegexParser.swiftmodule/x86_64-apple-ios-simulator.swiftinterface	89843	89843	0		
different	usr/lib/swift/iphonesimulator/_RegexParser.swiftmodule/x86_64-apple-ios-simulator.swiftmodule	413876	413876	0		
different	usr/lib/swift/iphonesimulator/_RegexParser.swiftmodule/x86_64-apple-ios-simulator.swiftsourceinfo	311712	311712	0		
different	usr/lib/swift/iphonesimulator/_StringProcessing.swiftmodule/arm64-apple-ios-simulator.private.swiftinterface	36763	36763	0		
different	usr/lib/swift/iphonesimulator/_StringProcessing.swiftmodule/arm64-apple-ios-simulator.swiftdoc	56376	56376	0		
different	usr/lib/swift/iphonesimulator/_StringProcessing.swiftmodule/arm64-apple-ios-simulator.swiftinterface	23783	23783	0		
different	usr/lib/swift/iphonesimulator/_StringProcessing.swiftmodule/arm64-apple-ios-simulator.swiftmodule	486452	486452	0		
different	usr/lib/swift/iphonesimulator/_StringProcessing.swiftmodule/arm64-apple-ios-simulator.swiftsourceinfo	119488	119488	0		
different	usr/lib/swift/iphonesimulator/_StringProcessing.swiftmodule/x86_64-apple-ios-simulator.private.swiftinterface	36764	36764	0		
different	usr/lib/swift/iphonesimulator/_StringProcessing.swiftmodule/x86_64-apple-ios-simulator.swiftdoc	56376	56376	0		
different	usr/lib/swift/iphonesimulator/_StringProcessing.swiftmodule/x86_64-apple-ios-simulator.swiftinterface	23784	23784	0		
different	usr/lib/swift/iphonesimulator/_StringProcessing.swiftmodule/x86_64-apple-ios-simulator.swiftmodule	486452	486452	0		
different	usr/lib/swift/iphonesimulator/_StringProcessing.swiftmodule/x86_64-apple-ios-simulator.swiftsourceinfo	119488	119488	0		
different	usr/lib/swift/iphonesimulator/_Volatile.swiftmodule/arm64-apple-ios-simulator.private.swiftinterface	2747	2747	0		
different	usr/lib/swift/iphonesimulator/_Volatile.swiftmodule/arm64-apple-ios-simulator.swiftdoc	3760	3760	0		
different	usr/lib/swift/iphonesimulator/_Volatile.swiftmodule/arm64-apple-ios-simulator.swiftinterface	2747	2747	0		
different	usr/lib/swift/iphonesimulator/_Volatile.swiftmodule/arm64-apple-ios-simulator.swiftmodule	24984	24984	0		
different	usr/lib/swift/iphonesimulator/_Volatile.swiftmodule/arm64-apple-ios-simulator.swiftsourceinfo	4396	4396	0		
different	usr/lib/swift/iphonesimulator/_Volatile.swiftmodule/x86_64-apple-ios-simulator.private.swiftinterface	2748	2748	0		
different	usr/lib/swift/iphonesimulator/_Volatile.swiftmodule/x86_64-apple-ios-simulator.swiftdoc	3760	3760	0		
different	usr/lib/swift/iphonesimulator/_Volatile.swiftmodule/x86_64-apple-ios-simulator.swiftinterface	2748	2748	0		
different	usr/lib/swift/iphonesimulator/_Volatile.swiftmodule/x86_64-apple-ios-simulator.swiftmodule	24984	24984	0		
different	usr/lib/swift/iphonesimulator/_Volatile.swiftmodule/x86_64-apple-ios-simulator.swiftsourceinfo	4396	4396	0		
different	usr/lib/swift/iphonesimulator/libswiftCxx.a	356656	356656	0		
different	usr/lib/swift/iphonesimulator/libswiftCxxStdlib.a	471504	471504	0		
different	usr/lib/swift/macosx/ArgumentParser.swiftmodule/arm64-apple-macosx10.15.swiftdoc	119348	119348	0		
different	usr/lib/swift/macosx/ArgumentParser.swiftmodule/arm64-apple-macosx10.15.swiftmodule	502268	502268	0		
different	usr/lib/swift/macosx/ArgumentParser.swiftmodule/x86_64-apple-macosx10.15.swiftdoc	119348	119348	0		
different	usr/lib/swift/macosx/ArgumentParser.swiftmodule/x86_64-apple-macosx10.15.swiftmodule	502268	502268	0		
different	usr/lib/swift/macosx/Cxx.swiftmodule/arm64-apple-macos.private.swiftinterface	33871	33871	0		
different	usr/lib/swift/macosx/Cxx.swiftmodule/arm64-apple-macos.swiftdoc	13876	13876	0		
different	usr/lib/swift/macosx/Cxx.swiftmodule/arm64-apple-macos.swiftinterface	33871	33871	0		
different	usr/lib/swift/macosx/Cxx.swiftmodule/arm64-apple-macos.swiftsourceinfo	48432	48432	0		
different	usr/lib/swift/macosx/Cxx.swiftmodule/x86_64-apple-macos.private.swiftinterface	33872	33872	0		
different	usr/lib/swift/macosx/Cxx.swiftmodule/x86_64-apple-macos.swiftdoc	13876	13876	0		
different	usr/lib/swift/macosx/Cxx.swiftmodule/x86_64-apple-macos.swiftinterface	33872	33872	0		
different	usr/lib/swift/macosx/Cxx.swiftmodule/x86_64-apple-macos.swiftsourceinfo	48432	48432	0		
different	usr/lib/swift/macosx/CxxStdlib.swiftmodule/arm64-apple-macos.private.swiftinterface	19622	19622	0		
different	usr/lib/swift/macosx/CxxStdlib.swiftmodule/arm64-apple-macos.swiftdoc	7104	7104	0		
different	usr/lib/swift/macosx/CxxStdlib.swiftmodule/arm64-apple-macos.swiftinterface	19622	19622	0		
different	usr/lib/swift/macosx/CxxStdlib.swiftmodule/arm64-apple-macos.swiftsourceinfo	32616	32616	0		
different	usr/lib/swift/macosx/CxxStdlib.swiftmodule/x86_64-apple-macos.private.swiftinterface	19623	19623	0		
different	usr/lib/swift/macosx/CxxStdlib.swiftmodule/x86_64-apple-macos.swiftdoc	7104	7104	0		
different	usr/lib/swift/macosx/CxxStdlib.swiftmodule/x86_64-apple-macos.swiftinterface	19623	19623	0		
different	usr/lib/swift/macosx/CxxStdlib.swiftmodule/x86_64-apple-macos.swiftsourceinfo	32616	32616	0		
different	usr/lib/swift/macosx/Distributed.swiftmodule/arm64-apple-macos.private.swiftinterface	23306	23306	0		
different	usr/lib/swift/macosx/Distributed.swiftmodule/arm64-apple-macos.swiftdoc	78088	78088	0		
different	usr/lib/swift/macosx/Distributed.swiftmodule/arm64-apple-macos.swiftinterface	23306	23306	0		
different	usr/lib/swift/macosx/Distributed.swiftmodule/arm64-apple-macos.swiftmodule	89716	89716	0		
different	usr/lib/swift/macosx/Distributed.swiftmodule/arm64-apple-macos.swiftsourceinfo	61560	61560	0		
different	usr/lib/swift/macosx/Distributed.swiftmodule/x86_64-apple-macos.private.swiftinterface	23307	23307	0		
different	usr/lib/swift/macosx/Distributed.swiftmodule/x86_64-apple-macos.swiftdoc	78088	78088	0		
different	usr/lib/swift/macosx/Distributed.swiftmodule/x86_64-apple-macos.swiftinterface	23307	23307	0		
different	usr/lib/swift/macosx/Distributed.swiftmodule/x86_64-apple-macos.swiftmodule	89716	89716	0		
different	usr/lib/swift/macosx/Distributed.swiftmodule/x86_64-apple-macos.swiftsourceinfo	61560	61560	0		
different	usr/lib/swift/macosx/Observation.swiftmodule/arm64-apple-macos.private.swiftinterface	11998	11998	0		
different	usr/lib/swift/macosx/Observation.swiftmodule/arm64-apple-macos.swiftdoc	8508	8508	0		
different	usr/lib/swift/macosx/Observation.swiftmodule/arm64-apple-macos.swiftinterface	10477	10477	0		
different	usr/lib/swift/macosx/Observation.swiftmodule/arm64-apple-macos.swiftmodule	99928	99928	0		
different	usr/lib/swift/macosx/Observation.swiftmodule/arm64-apple-macos.swiftsourceinfo	18224	18224	0		
different	usr/lib/swift/macosx/Observation.swiftmodule/x86_64-apple-macos.private.swiftinterface	11999	11999	0		
different	usr/lib/swift/macosx/Observation.swiftmodule/x86_64-apple-macos.swiftdoc	8508	8508	0		
different	usr/lib/swift/macosx/Observation.swiftmodule/x86_64-apple-macos.swiftinterface	10478	10478	0		
different	usr/lib/swift/macosx/Observation.swiftmodule/x86_64-apple-macos.swiftmodule	99928	99928	0		
different	usr/lib/swift/macosx/Observation.swiftmodule/x86_64-apple-macos.swiftsourceinfo	18224	18224	0		
different	usr/lib/swift/macosx/RegexBuilder.swiftmodule/arm64-apple-macos.private.swiftinterface	206079	206079	0		
different	usr/lib/swift/macosx/RegexBuilder.swiftmodule/arm64-apple-macos.swiftdoc	265760	265760	0		
different	usr/lib/swift/macosx/RegexBuilder.swiftmodule/arm64-apple-macos.swiftinterface	206059	206059	0		
different	usr/lib/swift/macosx/RegexBuilder.swiftmodule/arm64-apple-macos.swiftmodule	1231688	1231688	0		
different	usr/lib/swift/macosx/RegexBuilder.swiftmodule/arm64-apple-macos.swiftsourceinfo	359884	359884	0		
different	usr/lib/swift/macosx/RegexBuilder.swiftmodule/x86_64-apple-macos.private.swiftinterface	206080	206080	0		
different	usr/lib/swift/macosx/RegexBuilder.swiftmodule/x86_64-apple-macos.swiftdoc	265760	265760	0		
different	usr/lib/swift/macosx/RegexBuilder.swiftmodule/x86_64-apple-macos.swiftinterface	206060	206060	0		
different	usr/lib/swift/macosx/RegexBuilder.swiftmodule/x86_64-apple-macos.swiftmodule	1231688	1231688	0		
different	usr/lib/swift/macosx/RegexBuilder.swiftmodule/x86_64-apple-macos.swiftsourceinfo	359884	359884	0		
different	usr/lib/swift/macosx/Runtime.swiftmodule/arm64-apple-macos.private.swiftinterface	84237	84237	0		
different	usr/lib/swift/macosx/Runtime.swiftmodule/arm64-apple-macos.swiftdoc	28588	28588	0		
different	usr/lib/swift/macosx/Runtime.swiftmodule/arm64-apple-macos.swiftinterface	12880	12880	0		
different	usr/lib/swift/macosx/Runtime.swiftmodule/arm64-apple-macos.swiftmodule	755868	755868	0		
different	usr/lib/swift/macosx/Runtime.swiftmodule/arm64-apple-macos.swiftsourceinfo	238404	238404	0		
different	usr/lib/swift/macosx/Runtime.swiftmodule/x86_64-apple-macos.private.swiftinterface	84246	84246	0		
different	usr/lib/swift/macosx/Runtime.swiftmodule/x86_64-apple-macos.swiftdoc	28588	28588	0		
different	usr/lib/swift/macosx/Runtime.swiftmodule/x86_64-apple-macos.swiftinterface	12881	12881	0		
different	usr/lib/swift/macosx/Runtime.swiftmodule/x86_64-apple-macos.swiftmodule	755872	755872	0		
different	usr/lib/swift/macosx/Runtime.swiftmodule/x86_64-apple-macos.swiftsourceinfo	238412	238412	0		
different	usr/lib/swift/macosx/Swift.swiftmodule/arm64-apple-macos.private.swiftinterface	2403710	2403710	0		
different	usr/lib/swift/macosx/Swift.swiftmodule/arm64-apple-macos.swiftdoc	4372440	4372440	0		
different	usr/lib/swift/macosx/Swift.swiftmodule/arm64-apple-macos.swiftinterface	2348296	2348296	0		
different	usr/lib/swift/macosx/Swift.swiftmodule/arm64-apple-macos.swiftmodule	17133060	17133060	0		
different	usr/lib/swift/macosx/Swift.swiftmodule/x86_64-apple-macos.private.swiftinterface	2363177	2363177	0		
different	usr/lib/swift/macosx/Swift.swiftmodule/x86_64-apple-macos.swiftdoc	4295164	4295164	0		
different	usr/lib/swift/macosx/Swift.swiftmodule/x86_64-apple-macos.swiftinterface	2307763	2307763	0		
different	usr/lib/swift/macosx/Swift.swiftmodule/x86_64-apple-macos.swiftmodule	17093560	17093560	0		
different	usr/lib/swift/macosx/SwiftDriver.swiftmodule/arm64-apple-macosx10.15.swiftdoc	135168	135168	0		
different	usr/lib/swift/macosx/SwiftDriver.swiftmodule/arm64-apple-macosx10.15.swiftmodule	1944044	1944044	0		
different	usr/lib/swift/macosx/SwiftDriver.swiftmodule/x86_64-apple-macosx10.15.swiftdoc	135168	135168	0		
different	usr/lib/swift/macosx/SwiftDriver.swiftmodule/x86_64-apple-macosx10.15.swiftmodule	1944044	1944044	0		
different	usr/lib/swift/macosx/SwiftOnoneSupport.swiftmodule/arm64-apple-macos.private.swiftinterface	1077	1077	0		
different	usr/lib/swift/macosx/SwiftOnoneSupport.swiftmodule/arm64-apple-macos.swiftdoc	428	428	0		
different	usr/lib/swift/macosx/SwiftOnoneSupport.swiftmodule/arm64-apple-macos.swiftinterface	1077	1077	0		
different	usr/lib/swift/macosx/SwiftOnoneSupport.swiftmodule/arm64-apple-macos.swiftmodule	247972	247972	0		
different	usr/lib/swift/macosx/SwiftOnoneSupport.swiftmodule/arm64-apple-macos.swiftsourceinfo	3240	3240	0		
different	usr/lib/swift/macosx/SwiftOnoneSupport.swiftmodule/x86_64-apple-macos.private.swiftinterface	1078	1078	0		
different	usr/lib/swift/macosx/SwiftOnoneSupport.swiftmodule/x86_64-apple-macos.swiftdoc	428	428	0		
different	usr/lib/swift/macosx/SwiftOnoneSupport.swiftmodule/x86_64-apple-macos.swiftinterface	1078	1078	0		
different	usr/lib/swift/macosx/SwiftOnoneSupport.swiftmodule/x86_64-apple-macos.swiftmodule	247972	247972	0		
different	usr/lib/swift/macosx/SwiftOnoneSupport.swiftmodule/x86_64-apple-macos.swiftsourceinfo	3240	3240	0		
different	usr/lib/swift/macosx/SwiftOptions.swiftmodule/arm64-apple-macosx10.15.swiftdoc	15456	15456	0		
different	usr/lib/swift/macosx/SwiftOptions.swiftmodule/arm64-apple-macosx10.15.swiftmodule	695208	695208	0		
different	usr/lib/swift/macosx/SwiftOptions.swiftmodule/x86_64-apple-macosx10.15.swiftdoc	15456	15456	0		
different	usr/lib/swift/macosx/SwiftOptions.swiftmodule/x86_64-apple-macosx10.15.swiftmodule	695208	695208	0		
different	usr/lib/swift/macosx/Synchronization.swiftmodule/arm64-apple-macos.private.swiftinterface	242759	242759	0		
different	usr/lib/swift/macosx/Synchronization.swiftmodule/arm64-apple-macos.swiftdoc	256228	256228	0		
different	usr/lib/swift/macosx/Synchronization.swiftmodule/arm64-apple-macos.swiftinterface	242759	242759	0		
different	usr/lib/swift/macosx/Synchronization.swiftmodule/arm64-apple-macos.swiftmodule	578376	578376	0		
different	usr/lib/swift/macosx/Synchronization.swiftmodule/x86_64-apple-macos.private.swiftinterface	241788	241788	0		
different	usr/lib/swift/macosx/Synchronization.swiftmodule/x86_64-apple-macos.swiftdoc	254216	254216	0		
different	usr/lib/swift/macosx/Synchronization.swiftmodule/x86_64-apple-macos.swiftinterface	241788	241788	0		
different	usr/lib/swift/macosx/Synchronization.swiftmodule/x86_64-apple-macos.swiftmodule	575904	575904	0		
different	usr/lib/swift/macosx/TSCBasic.swiftmodule/arm64-apple-macosx10.15.swiftdoc	141736	141736	0		
different	usr/lib/swift/macosx/TSCBasic.swiftmodule/arm64-apple-macosx10.15.swiftmodule	870376	870376	0		
different	usr/lib/swift/macosx/TSCBasic.swiftmodule/x86_64-apple-macosx10.15.swiftdoc	141736	141736	0		
different	usr/lib/swift/macosx/TSCBasic.swiftmodule/x86_64-apple-macosx10.15.swiftmodule	870376	870376	0		
different	usr/lib/swift/macosx/TSCUtility.swiftmodule/arm64-apple-macosx10.15.swiftdoc	82972	82972	0		
different	usr/lib/swift/macosx/TSCUtility.swiftmodule/arm64-apple-macosx10.15.swiftmodule	689620	689620	0		
different	usr/lib/swift/macosx/TSCUtility.swiftmodule/x86_64-apple-macosx10.15.swiftdoc	82972	82972	0		
different	usr/lib/swift/macosx/TSCUtility.swiftmodule/x86_64-apple-macosx10.15.swiftmodule	690508	690508	0		
different	usr/lib/swift/macosx/_Builtin_float.swiftmodule/arm64-apple-macos.private.swiftinterface	4229	4229	0		
different	usr/lib/swift/macosx/_Builtin_float.swiftmodule/arm64-apple-macos.swiftdoc	424	424	0		
different	usr/lib/swift/macosx/_Builtin_float.swiftmodule/arm64-apple-macos.swiftinterface	4229	4229	0		
different	usr/lib/swift/macosx/_Builtin_float.swiftmodule/arm64-apple-macos.swiftmodule	23700	23700	0		
different	usr/lib/swift/macosx/_Builtin_float.swiftmodule/x86_64-apple-macos.private.swiftinterface	5750	5750	0		
different	usr/lib/swift/macosx/_Builtin_float.swiftmodule/x86_64-apple-macos.swiftdoc	424	424	0		
different	usr/lib/swift/macosx/_Builtin_float.swiftmodule/x86_64-apple-macos.swiftinterface	5750	5750	0		
different	usr/lib/swift/macosx/_Builtin_float.swiftmodule/x86_64-apple-macos.swiftmodule	26012	26012	0		
different	usr/lib/swift/macosx/_Concurrency.swiftmodule/arm64-apple-macos.private.swiftinterface	303572	303572	0		
different	usr/lib/swift/macosx/_Concurrency.swiftmodule/arm64-apple-macos.swiftdoc	436368	436368	0		
different	usr/lib/swift/macosx/_Concurrency.swiftmodule/arm64-apple-macos.swiftinterface	294832	294832	0		
different	usr/lib/swift/macosx/_Concurrency.swiftmodule/arm64-apple-macos.swiftmodule	938604	938604	0		
different	usr/lib/swift/macosx/_Concurrency.swiftmodule/x86_64-apple-macos.private.swiftinterface	303573	303573	0		
different	usr/lib/swift/macosx/_Concurrency.swiftmodule/x86_64-apple-macos.swiftdoc	436368	436368	0		
different	usr/lib/swift/macosx/_Concurrency.swiftmodule/x86_64-apple-macos.swiftinterface	294833	294833	0		
different	usr/lib/swift/macosx/_Concurrency.swiftmodule/x86_64-apple-macos.swiftmodule	938604	938604	0		
different	usr/lib/swift/macosx/_Differentiation.swiftmodule/arm64-apple-macos.private.swiftinterface	126987	126987	0		
different	usr/lib/swift/macosx/_Differentiation.swiftmodule/arm64-apple-macos.swiftdoc	7200	7200	0		
different	usr/lib/swift/macosx/_Differentiation.swiftmodule/arm64-apple-macos.swiftinterface	126987	126987	0		
different	usr/lib/swift/macosx/_Differentiation.swiftmodule/x86_64-apple-macos.private.swiftinterface	145027	145027	0		
different	usr/lib/swift/macosx/_Differentiation.swiftmodule/x86_64-apple-macos.swiftdoc	7784	7784	0		
different	usr/lib/swift/macosx/_Differentiation.swiftmodule/x86_64-apple-macos.swiftinterface	145027	145027	0		
different	usr/lib/swift/macosx/_RegexParser.swiftmodule/arm64-apple-macos.private.swiftinterface	90816	90816	0		
different	usr/lib/swift/macosx/_RegexParser.swiftmodule/arm64-apple-macos.swiftdoc	104800	104800	0		
different	usr/lib/swift/macosx/_RegexParser.swiftmodule/arm64-apple-macos.swiftinterface	89835	89835	0		
different	usr/lib/swift/macosx/_RegexParser.swiftmodule/arm64-apple-macos.swiftmodule	413860	413860	0		
different	usr/lib/swift/macosx/_RegexParser.swiftmodule/arm64-apple-macos.swiftsourceinfo	311704	311704	0		
different	usr/lib/swift/macosx/_RegexParser.swiftmodule/x86_64-apple-macos.private.swiftinterface	90817	90817	0		
different	usr/lib/swift/macosx/_RegexParser.swiftmodule/x86_64-apple-macos.swiftdoc	104800	104800	0		
different	usr/lib/swift/macosx/_RegexParser.swiftmodule/x86_64-apple-macos.swiftinterface	89836	89836	0		
different	usr/lib/swift/macosx/_RegexParser.swiftmodule/x86_64-apple-macos.swiftmodule	413860	413860	0		
different	usr/lib/swift/macosx/_RegexParser.swiftmodule/x86_64-apple-macos.swiftsourceinfo	311704	311704	0		
different	usr/lib/swift/macosx/_StringProcessing.swiftmodule/arm64-apple-macos.private.swiftinterface	36756	36756	0		
different	usr/lib/swift/macosx/_StringProcessing.swiftmodule/arm64-apple-macos.swiftdoc	56368	56368	0		
different	usr/lib/swift/macosx/_StringProcessing.swiftmodule/arm64-apple-macos.swiftinterface	23776	23776	0		
different	usr/lib/swift/macosx/_StringProcessing.swiftmodule/arm64-apple-macos.swiftmodule	486416	486416	0		
different	usr/lib/swift/macosx/_StringProcessing.swiftmodule/arm64-apple-macos.swiftsourceinfo	119480	119480	0		
different	usr/lib/swift/macosx/_StringProcessing.swiftmodule/x86_64-apple-macos.private.swiftinterface	36757	36757	0		
different	usr/lib/swift/macosx/_StringProcessing.swiftmodule/x86_64-apple-macos.swiftdoc	56368	56368	0		
different	usr/lib/swift/macosx/_StringProcessing.swiftmodule/x86_64-apple-macos.swiftinterface	23777	23777	0		
different	usr/lib/swift/macosx/_StringProcessing.swiftmodule/x86_64-apple-macos.swiftmodule	486416	486416	0		
different	usr/lib/swift/macosx/_StringProcessing.swiftmodule/x86_64-apple-macos.swiftsourceinfo	119480	119480	0		
different	usr/lib/swift/macosx/_Volatile.swiftmodule/arm64-apple-macos.private.swiftinterface	2740	2740	0		
different	usr/lib/swift/macosx/_Volatile.swiftmodule/arm64-apple-macos.swiftdoc	3752	3752	0		
different	usr/lib/swift/macosx/_Volatile.swiftmodule/arm64-apple-macos.swiftinterface	2740	2740	0		
different	usr/lib/swift/macosx/_Volatile.swiftmodule/arm64-apple-macos.swiftmodule	24968	24968	0		
different	usr/lib/swift/macosx/_Volatile.swiftmodule/arm64-apple-macos.swiftsourceinfo	4388	4388	0		
different	usr/lib/swift/macosx/_Volatile.swiftmodule/x86_64-apple-macos.private.swiftinterface	2741	2741	0		
different	usr/lib/swift/macosx/_Volatile.swiftmodule/x86_64-apple-macos.swiftdoc	3752	3752	0		
different	usr/lib/swift/macosx/_Volatile.swiftmodule/x86_64-apple-macos.swiftinterface	2741	2741	0		
different	usr/lib/swift/macosx/_Volatile.swiftmodule/x86_64-apple-macos.swiftmodule	24968	24968	0		
different	usr/lib/swift/macosx/_Volatile.swiftmodule/x86_64-apple-macos.swiftsourceinfo	4388	4388	0		
different	usr/lib/swift/macosx/libArgumentParserToolInfo.a	627048	627048	0		
different	usr/lib/swift/macosx/libswiftCxx.a	364424	364424	0		
different	usr/lib/swift/macosx/libswiftCxxStdlib.a	477488	477488	0		
different	usr/lib/swift/macosx/testing/Testing.swiftmodule/arm64-apple-macos.swiftdoc	201832	201832	0		
different	usr/lib/swift/macosx/testing/Testing.swiftmodule/arm64-apple-macos.swiftinterface	72905	72905	0		
different	usr/lib/swift/macosx/testing/Testing.swiftmodule/x86_64-apple-macos.swiftdoc	201832	201832	0		
different	usr/lib/swift/macosx/testing/Testing.swiftmodule/x86_64-apple-macos.swiftinterface	72906	72906	0		
different	usr/lib/swift/macosx/testing/_TestDiscovery.swiftmodule/arm64-apple-macos.swiftdoc	412	412	0		
different	usr/lib/swift/macosx/testing/_TestDiscovery.swiftmodule/arm64-apple-macos.swiftinterface	901	901	0		
different	usr/lib/swift/macosx/testing/_TestDiscovery.swiftmodule/x86_64-apple-macos.swiftdoc	412	412	0		
different	usr/lib/swift/macosx/testing/_TestDiscovery.swiftmodule/x86_64-apple-macos.swiftinterface	902	902	0		
different	usr/lib/swift/macosx/testing/_TestingInterop.swiftmodule/arm64-apple-macos.swiftdoc	2444	2444	0		
different	usr/lib/swift/macosx/testing/_TestingInterop.swiftmodule/arm64-apple-macos.swiftinterface	1910	1910	0		
different	usr/lib/swift/macosx/testing/_TestingInterop.swiftmodule/x86_64-apple-macos.swiftdoc	2444	2444	0		
different	usr/lib/swift/macosx/testing/_TestingInterop.swiftmodule/x86_64-apple-macos.swiftinterface	1911	1911	0		
different	usr/lib/swift/macosx/testing/_Testing_AppKit.swiftmodule/arm64-apple-macos.swiftdoc	744	744	0		
different	usr/lib/swift/macosx/testing/_Testing_AppKit.swiftmodule/arm64-apple-macos.swiftinterface	1307	1307	0		
different	usr/lib/swift/macosx/testing/_Testing_AppKit.swiftmodule/x86_64-apple-macos.swiftdoc	744	744	0		
different	usr/lib/swift/macosx/testing/_Testing_AppKit.swiftmodule/x86_64-apple-macos.swiftinterface	1308	1308	0		
different	usr/lib/swift/macosx/testing/_Testing_CoreGraphics.swiftmodule/arm64-apple-macos.swiftdoc	6024	6024	0		
different	usr/lib/swift/macosx/testing/_Testing_CoreGraphics.swiftmodule/arm64-apple-macos.swiftinterface	2147	2147	0		
different	usr/lib/swift/macosx/testing/_Testing_CoreGraphics.swiftmodule/x86_64-apple-macos.swiftdoc	6024	6024	0		
different	usr/lib/swift/macosx/testing/_Testing_CoreGraphics.swiftmodule/x86_64-apple-macos.swiftinterface	2148	2148	0		
different	usr/lib/swift/macosx/testing/_Testing_CoreImage.swiftmodule/arm64-apple-macos.swiftdoc	752	752	0		
different	usr/lib/swift/macosx/testing/_Testing_CoreImage.swiftmodule/arm64-apple-macos.swiftinterface	1322	1322	0		
different	usr/lib/swift/macosx/testing/_Testing_CoreImage.swiftmodule/x86_64-apple-macos.swiftdoc	752	752	0		
different	usr/lib/swift/macosx/testing/_Testing_CoreImage.swiftmodule/x86_64-apple-macos.swiftinterface	1323	1323	0		
different	usr/lib/swift/macosx/testing/_Testing_CoreTransferable.swiftmodule/arm64-apple-macos.swiftdoc	5104	5104	0		
different	usr/lib/swift/macosx/testing/_Testing_CoreTransferable.swiftmodule/arm64-apple-macos.swiftinterface	2400	2400	0		
different	usr/lib/swift/macosx/testing/_Testing_CoreTransferable.swiftmodule/x86_64-apple-macos.swiftdoc	5104	5104	0		
different	usr/lib/swift/macosx/testing/_Testing_CoreTransferable.swiftmodule/x86_64-apple-macos.swiftinterface	2401	2401	0		
different	usr/lib/swift/macosx/testing/_Testing_Foundation.swiftmodule/arm64-apple-macos.swiftdoc	9692	9692	0		
different	usr/lib/swift/macosx/testing/_Testing_Foundation.swiftmodule/arm64-apple-macos.swiftinterface	3169	3169	0		
different	usr/lib/swift/macosx/testing/_Testing_Foundation.swiftmodule/x86_64-apple-macos.swiftdoc	9692	9692	0		
different	usr/lib/swift/macosx/testing/_Testing_Foundation.swiftmodule/x86_64-apple-macos.swiftinterface	3170	3170	0		
different	usr/lib/swift/macosx/testing/_Testing_UIKit.swiftmodule/arm64-apple-macos.swiftdoc	412	412	0		
different	usr/lib/swift/macosx/testing/_Testing_UIKit.swiftmodule/arm64-apple-macos.swiftinterface	973	973	0		
different	usr/lib/swift/macosx/testing/_Testing_UIKit.swiftmodule/x86_64-apple-macos.swiftdoc	412	412	0		
different	usr/lib/swift/macosx/testing/_Testing_UIKit.swiftmodule/x86_64-apple-macos.swiftinterface	974	974	0		
different	usr/lib/swift/pm/ManifestAPI/CompilerPluginSupport.swiftmodule/arm64-apple-macos.swiftdoc	432	432	0		
different	usr/lib/swift/pm/ManifestAPI/CompilerPluginSupport.swiftmodule/arm64-apple-macos.swiftmodule	29584	29584	0		
different	usr/lib/swift/pm/ManifestAPI/CompilerPluginSupport.swiftmodule/x86_64-apple-macos.swiftdoc	432	432	0		
different	usr/lib/swift/pm/ManifestAPI/CompilerPluginSupport.swiftmodule/x86_64-apple-macos.swiftmodule	29588	29588	0		
different	usr/lib/swift/pm/ManifestAPI/PackageDescription.swiftmodule/arm64-apple-macos.swiftdoc	239524	239524	0		
different	usr/lib/swift/pm/ManifestAPI/PackageDescription.swiftmodule/arm64-apple-macos.swiftmodule	471812	471828	16		
different	usr/lib/swift/pm/ManifestAPI/PackageDescription.swiftmodule/x86_64-apple-macos.swiftdoc	239524	239524	0		
different	usr/lib/swift/pm/ManifestAPI/PackageDescription.swiftmodule/x86_64-apple-macos.swiftmodule	472144	472136	-8		
