status	relative_path	left_size	right_size	delta_right_minus_left	left_target	right_target
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/arm64e-apple-ios.swiftmodule	91744	91744	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/arm64e-apple-ios.swiftsourceinfo	2824	2824	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/arm64e-apple-macos.swiftdoc	420	420	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/arm64e-apple-macos.swiftmodule	91744	91744	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/arm64e-apple-macos.swiftsourceinfo	2824	2824	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/arm64e-apple-none-macho.swiftdoc	424	424	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/arm64e-apple-none-macho.swiftmodule	91748	91748	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/arm64e-apple-none-macho.swiftsourceinfo	2828	2828	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv4t-none-none-eabi.swiftdoc	424	424	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv4t-none-none-eabi.swiftmodule	88964	88964	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv4t-none-none-eabi.swiftsourceinfo	2828	2828	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv6-apple-none-macho.swiftdoc	424	424	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv6-apple-none-macho.swiftmodule	88964	88964	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv6-apple-none-macho.swiftsourceinfo	2828	2828	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv6-none-none-eabi.swiftdoc	420	420	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv6-none-none-eabi.swiftmodule	88960	88960	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv6-none-none-eabi.swiftsourceinfo	2824	2824	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv6m-apple-none-macho.swiftdoc	424	424	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv6m-apple-none-macho.swiftmodule	88964	88964	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv6m-apple-none-macho.swiftsourceinfo	2828	2828	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv6m-none-none-eabi.swiftdoc	424	424	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv6m-none-none-eabi.swiftmodule	88964	88964	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv6m-none-none-eabi.swiftsourceinfo	2828	2828	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv7-apple-none-macho.swiftdoc	424	424	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv7-apple-none-macho.swiftmodule	88964	88964	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv7-apple-none-macho.swiftsourceinfo	2828	2828	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv7-none-none-eabi.swiftdoc	420	420	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv7-none-none-eabi.swiftmodule	88960	88960	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv7-none-none-eabi.swiftsourceinfo	2824	2824	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv7em-apple-none-macho.swiftdoc	424	424	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv7em-apple-none-macho.swiftmodule	88964	88964	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv7em-apple-none-macho.swiftsourceinfo	2828	2828	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv7em-none-none-eabi.swiftdoc	424	424	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv7em-none-none-eabi.swiftmodule	88964	88964	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv7em-none-none-eabi.swiftsourceinfo	2828	2828	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv7m-apple-none-macho.swiftdoc	424	424	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv7m-apple-none-macho.swiftmodule	88964	88964	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/armv7m-apple-none-macho.swiftsourceinfo	2828	2828	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/avr-none-none-elf.swiftdoc	420	420	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/avr-none-none-elf.swiftmodule	93524	93524	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/avr-none-none-elf.swiftsourceinfo	2824	2824	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/i686-unknown-none-elf.swiftdoc	424	424	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/i686-unknown-none-elf.swiftmodule	88964	88964	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/i686-unknown-none-elf.swiftsourceinfo	2828	2828	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/riscv32-none-none-eabi.swiftdoc	424	424	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/riscv32-none-none-eabi.swiftmodule	88964	88964	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/riscv32-none-none-eabi.swiftsourceinfo	2828	2828	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/riscv64-none-none-eabi.swiftdoc	424	424	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/riscv64-none-none-eabi.swiftmodule	91748	91748	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/riscv64-none-none-eabi.swiftsourceinfo	2828	2828	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/wasm32-unknown-none-wasm.swiftdoc	424	424	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/wasm32-unknown-none-wasm.swiftmodule	88964	88964	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/wasm32-unknown-none-wasm.swiftsourceinfo	2828	2828	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/wasm64-unknown-none-wasm.swiftdoc	424	424	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/wasm64-unknown-none-wasm.swiftmodule	91748	91748	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/wasm64-unknown-none-wasm.swiftsourceinfo	2828	2828	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/x86_64-apple-macos.swiftdoc	420	420	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/x86_64-apple-macos.swiftmodule	91744	91744	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/x86_64-apple-macos.swiftsourceinfo	2824	2824	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/x86_64-unknown-none-elf.swiftdoc	424	424	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/x86_64-unknown-none-elf.swiftmodule	91748	91748	0		
different	usr/lib/swift/embedded/_Builtin_float.swiftmodule/x86_64-unknown-none-elf.swiftsourceinfo	2828	2828	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/arm64-apple-ios.swiftdoc	420824	420824	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/arm64-apple-ios.swiftmodule	1492928	1492928	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/arm64-apple-ios.swiftsourceinfo	410592	410592	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/arm64-apple-macos.swiftdoc	420824	420824	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/arm64-apple-macos.swiftmodule	1492396	1492396	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/arm64-apple-macos.swiftsourceinfo	410592	410592	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/arm64-apple-none-macho.swiftdoc	420828	420828	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/arm64-apple-none-macho.swiftmodule	1491932	1491932	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/arm64-apple-none-macho.swiftsourceinfo	410596	410596	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/arm64e-apple-ios.swiftdoc	420824	420824	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/arm64e-apple-ios.swiftmodule	1492928	1492928	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/arm64e-apple-ios.swiftsourceinfo	410592	410592	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/arm64e-apple-macos.swiftdoc	420824	420824	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/arm64e-apple-macos.swiftmodule	1492396	1492396	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/arm64e-apple-macos.swiftsourceinfo	410592	410592	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/arm64e-apple-none-macho.swiftdoc	420828	420828	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/arm64e-apple-none-macho.swiftmodule	1491932	1491932	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/arm64e-apple-none-macho.swiftsourceinfo	410596	410596	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/armv7-apple-none-macho.swiftdoc	420828	420828	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/armv7-apple-none-macho.swiftmodule	1479928	1479928	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/armv7-apple-none-macho.swiftsourceinfo	410596	410596	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/armv7-none-none-eabi.swiftdoc	420824	420824	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/armv7-none-none-eabi.swiftmodule	1479924	1479924	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/armv7-none-none-eabi.swiftsourceinfo	410592	410592	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/armv7em-apple-none-macho.swiftdoc	420828	420828	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/armv7em-apple-none-macho.swiftmodule	1479928	1479928	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/armv7em-apple-none-macho.swiftsourceinfo	410596	410596	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/armv7em-none-none-eabi.swiftdoc	420828	420828	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/armv7em-none-none-eabi.swiftmodule	1479928	1479928	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/armv7em-none-none-eabi.swiftsourceinfo	410596	410596	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/armv7m-apple-none-macho.swiftdoc	420828	420828	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/armv7m-apple-none-macho.swiftmodule	1479928	1479928	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/armv7m-apple-none-macho.swiftsourceinfo	410596	410596	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/x86_64-apple-macos.swiftdoc	420824	420824	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/x86_64-apple-macos.swiftmodule	1492396	1492396	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/x86_64-apple-macos.swiftsourceinfo	410592	410592	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/x86_64-unknown-none-elf.swiftdoc	420828	420828	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/x86_64-unknown-none-elf.swiftmodule	1491932	1491932	0		
different	usr/lib/swift/embedded/_Concurrency.swiftmodule/x86_64-unknown-none-elf.swiftsourceinfo	410596	410596	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/aarch64-none-none-elf.swiftdoc	3752	3752	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/aarch64-none-none-elf.swiftmodule	79704	79704	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/aarch64-none-none-elf.swiftsourceinfo	4388	4388	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/arm64-apple-ios.swiftdoc	3748	3748	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/arm64-apple-ios.swiftmodule	79700	79700	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/arm64-apple-ios.swiftsourceinfo	4384	4384	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/arm64-apple-macos.swiftdoc	3748	3748	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/arm64-apple-macos.swiftmodule	79700	79700	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/arm64-apple-macos.swiftsourceinfo	4384	4384	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/arm64-apple-none-macho.swiftdoc	3752	3752	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/arm64-apple-none-macho.swiftmodule	79704	79704	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/arm64-apple-none-macho.swiftsourceinfo	4388	4388	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/arm64e-apple-ios.swiftdoc	3748	3748	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/arm64e-apple-ios.swiftmodule	79700	79700	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/arm64e-apple-ios.swiftsourceinfo	4384	4384	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/arm64e-apple-macos.swiftdoc	3748	3748	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/arm64e-apple-macos.swiftmodule	79700	79700	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/arm64e-apple-macos.swiftsourceinfo	4384	4384	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/arm64e-apple-none-macho.swiftdoc	3752	3752	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/arm64e-apple-none-macho.swiftmodule	79704	79704	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/arm64e-apple-none-macho.swiftsourceinfo	4388	4388	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv4t-none-none-eabi.swiftdoc	3752	3752	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv4t-none-none-eabi.swiftmodule	81480	81480	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv4t-none-none-eabi.swiftsourceinfo	4388	4388	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv6-apple-none-macho.swiftdoc	3752	3752	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv6-apple-none-macho.swiftmodule	81480	81480	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv6-apple-none-macho.swiftsourceinfo	4388	4388	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv6-none-none-eabi.swiftdoc	3748	3748	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv6-none-none-eabi.swiftmodule	81476	81476	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv6-none-none-eabi.swiftsourceinfo	4384	4384	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv6m-apple-none-macho.swiftdoc	3752	3752	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv6m-apple-none-macho.swiftmodule	81480	81480	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv6m-apple-none-macho.swiftsourceinfo	4388	4388	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv6m-none-none-eabi.swiftdoc	3752	3752	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv6m-none-none-eabi.swiftmodule	81480	81480	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv6m-none-none-eabi.swiftsourceinfo	4388	4388	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv7-apple-none-macho.swiftdoc	3752	3752	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv7-apple-none-macho.swiftmodule	81480	81480	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv7-apple-none-macho.swiftsourceinfo	4388	4388	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv7-none-none-eabi.swiftdoc	3748	3748	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv7-none-none-eabi.swiftmodule	81476	81476	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv7-none-none-eabi.swiftsourceinfo	4384	4384	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv7em-apple-none-macho.swiftdoc	3752	3752	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv7em-apple-none-macho.swiftmodule	81480	81480	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv7em-apple-none-macho.swiftsourceinfo	4388	4388	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv7em-none-none-eabi.swiftdoc	3752	3752	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv7em-none-none-eabi.swiftmodule	81480	81480	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv7em-none-none-eabi.swiftsourceinfo	4388	4388	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv7m-apple-none-macho.swiftdoc	3752	3752	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv7m-apple-none-macho.swiftmodule	81480	81480	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/armv7m-apple-none-macho.swiftsourceinfo	4388	4388	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/avr-none-none-elf.swiftdoc	3748	3748	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/avr-none-none-elf.swiftmodule	78716	78716	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/avr-none-none-elf.swiftsourceinfo	4384	4384	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/i686-unknown-none-elf.swiftdoc	3752	3752	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/i686-unknown-none-elf.swiftmodule	81480	81480	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/i686-unknown-none-elf.swiftsourceinfo	4388	4388	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/riscv32-none-none-eabi.swiftdoc	3752	3752	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/riscv32-none-none-eabi.swiftmodule	81480	81480	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/riscv32-none-none-eabi.swiftsourceinfo	4388	4388	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/riscv64-none-none-eabi.swiftdoc	3752	3752	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/riscv64-none-none-eabi.swiftmodule	79704	79704	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/riscv64-none-none-eabi.swiftsourceinfo	4388	4388	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/wasm32-unknown-none-wasm.swiftdoc	3752	3752	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/wasm32-unknown-none-wasm.swiftmodule	81480	81480	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/wasm32-unknown-none-wasm.swiftsourceinfo	4388	4388	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/wasm64-unknown-none-wasm.swiftdoc	3752	3752	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/wasm64-unknown-none-wasm.swiftmodule	79704	79704	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/wasm64-unknown-none-wasm.swiftsourceinfo	4388	4388	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/x86_64-apple-macos.swiftdoc	3748	3748	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/x86_64-apple-macos.swiftmodule	79700	79700	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/x86_64-apple-macos.swiftsourceinfo	4384	4384	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/x86_64-unknown-none-elf.swiftdoc	3752	3752	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/x86_64-unknown-none-elf.swiftmodule	79704	79704	0		
different	usr/lib/swift/embedded/_Volatile.swiftmodule/x86_64-unknown-none-elf.swiftsourceinfo	4388	4388	0		
different	usr/lib/swift/embedded/aarch64-none-none-elf/libswiftEmbeddedPlatformPOSIX.a	96	96	0		
different	usr/lib/swift/embedded/arm64-apple-ios/libswiftEmbeddedPlatformPOSIX.a	11064	11064	0		
different	usr/lib/swift/embedded/arm64-apple-ios/libswift_Concurrency.a	133752	134640	888		
different	usr/lib/swift/embedded/arm64-apple-macos/libswiftEmbeddedPlatformPOSIX.a	10960	10960	0		
different	usr/lib/swift/embedded/arm64-apple-macos/libswift_Concurrency.a	131656	132688	1032		
different	usr/lib/swift/embedded/arm64-apple-none-macho/libswiftEmbeddedPlatformPOSIX.a	11048	11048	0		
different	usr/lib/swift/embedded/arm64-apple-none-macho/libswift_Concurrency.a	136136	137184	1048		
different	usr/lib/swift/embedded/arm64e-apple-ios/libswiftEmbeddedPlatformPOSIX.a	12120	12120	0		
different	usr/lib/swift/embedded/arm64e-apple-ios/libswift_Concurrency.a	152856	153176	320		
different	usr/lib/swift/embedded/arm64e-apple-macos/libswiftEmbeddedPlatformPOSIX.a	12104	12104	0		
different	usr/lib/swift/embedded/arm64e-apple-macos/libswift_Concurrency.a	151832	152176	344		
different	usr/lib/swift/embedded/arm64e-apple-none-macho/libswiftEmbeddedPlatformPOSIX.a	12088	12088	0		
different	usr/lib/swift/embedded/arm64e-apple-none-macho/libswift_Concurrency.a	154848	155344	496		
different	usr/lib/swift/embedded/armv4t-none-none-eabi/libswiftEmbeddedPlatformPOSIX.a	96	96	0		
different	usr/lib/swift/embedded/armv6-apple-none-macho/libswiftEmbeddedPlatformPOSIX.a	11232	11232	0		
different	usr/lib/swift/embedded/armv6-none-none-eabi/libswiftEmbeddedPlatformPOSIX.a	96	96	0		
different	usr/lib/swift/embedded/armv6m-apple-none-macho/libswiftEmbeddedPlatformPOSIX.a	10240	10240	0		
different	usr/lib/swift/embedded/armv6m-none-none-eabi/libswiftEmbeddedPlatformPOSIX.a	96	96	0		
different	usr/lib/swift/embedded/armv7-apple-none-macho/libswiftEmbeddedPlatformPOSIX.a	9952	9952	0		
different	usr/lib/swift/embedded/armv7-apple-none-macho/libswift_Concurrency.a	120048	121168	1120		
different	usr/lib/swift/embedded/armv7-none-none-eabi/libswiftEmbeddedPlatformPOSIX.a	96	96	0		
different	usr/lib/swift/embedded/armv7-none-none-eabi/libswift_Concurrency.a	209804	211278	1474		
different	usr/lib/swift/embedded/armv7em-apple-none-macho/libswiftEmbeddedPlatformPOSIX.a	10128	10128	0		
different	usr/lib/swift/embedded/armv7em-apple-none-macho/libswift_Concurrency.a	123904	124936	1032		
different	usr/lib/swift/embedded/armv7em-none-none-eabi/libswiftEmbeddedPlatformPOSIX.a	96	96	0		
different	usr/lib/swift/embedded/armv7em-none-none-eabi/libswift_Concurrency.a	201168	202742	1574		
different	usr/lib/swift/embedded/armv7m-apple-none-macho/libswiftEmbeddedPlatformPOSIX.a	10120	10120	0		
different	usr/lib/swift/embedded/armv7m-apple-none-macho/libswift_Concurrency.a	123864	124896	1032		
different	usr/lib/swift/embedded/i686-unknown-none-elf/libswiftEmbeddedPlatformPOSIX.a	96	96	0		
different	usr/lib/swift/embedded/riscv32-none-none-eabi/libswiftEmbeddedPlatformPOSIX.a	96	96	0		
different	usr/lib/swift/embedded/riscv64-none-none-eabi/libswiftEmbeddedPlatformPOSIX.a	96	96	0		
different	usr/lib/swift/embedded/wasm32-unknown-none-wasm/libswiftEmbeddedPlatformPOSIX.a	96	96	0		
different	usr/lib/swift/embedded/wasm64-unknown-none-wasm/libswiftEmbeddedPlatformPOSIX.a	96	96	0		
different	usr/lib/swift/embedded/x86_64-apple-macos/libswiftEmbeddedPlatformPOSIX.a	10840	10840	0		
different	usr/lib/swift/embedded/x86_64-apple-macos/libswift_Concurrency.a	143176	143512	336		
different	usr/lib/swift/embedded/x86_64-unknown-none-elf/libswiftEmbeddedPlatformPOSIX.a	96	96	0		
different	usr/lib/swift/embedded/x86_64-unknown-none-elf/libswift_Concurrency.a	212726	213392	666		
different	usr/lib/swift/host/compiler/lib_InternalSwiftScan.dylib	604568120	604568120	0		
different	usr/lib/swift/iphoneos/Cxx.swiftmodule/arm64-apple-ios.private.swiftinterface	33867	33867	0		
different	usr/lib/swift/iphoneos/Cxx.swiftmodule/arm64-apple-ios.swiftdoc	13872	13872	0		
different	usr/lib/swift/iphoneos/Cxx.swiftmodule/arm64-apple-ios.swiftinterface	33867	33867	0		
different	usr/lib/swift/iphoneos/Cxx.swiftmodule/arm64-apple-ios.swiftsourceinfo	48428	48428	0		
different	usr/lib/swift/iphoneos/Cxx.swiftmodule/arm64e-apple-ios.private.swiftinterface	33868	33868	0		
different	usr/lib/swift/iphoneos/Cxx.swiftmodule/arm64e-apple-ios.swiftdoc	13872	13872	0		
different	usr/lib/swift/iphoneos/Cxx.swiftmodule/arm64e-apple-ios.swiftinterface	33868	33868	0		
different	usr/lib/swift/iphoneos/Cxx.swiftmodule/arm64e-apple-ios.swiftsourceinfo	48428	48428	0		
different	usr/lib/swift/iphoneos/CxxStdlib.swiftmodule/arm64-apple-ios.private.swiftinterface	19618	19618	0		
different	usr/lib/swift/iphoneos/CxxStdlib.swiftmodule/arm64-apple-ios.swiftdoc	7100	7100	0		
different	usr/lib/swift/iphoneos/CxxStdlib.swiftmodule/arm64-apple-ios.swiftinterface	19618	19618	0		
different	usr/lib/swift/iphoneos/CxxStdlib.swiftmodule/arm64-apple-ios.swiftsourceinfo	32612	32612	0		
different	usr/lib/swift/iphoneos/CxxStdlib.swiftmodule/arm64e-apple-ios.private.swiftinterface	19619	19619	0		
different	usr/lib/swift/iphoneos/CxxStdlib.swiftmodule/arm64e-apple-ios.swiftdoc	7100	7100	0		
different	usr/lib/swift/iphoneos/CxxStdlib.swiftmodule/arm64e-apple-ios.swiftinterface	19619	19619	0		
different	usr/lib/swift/iphoneos/CxxStdlib.swiftmodule/arm64e-apple-ios.swiftsourceinfo	32612	32612	0		
different	usr/lib/swift/iphoneos/Distributed.swiftmodule/arm64-apple-ios.private.swiftinterface	23303	23303	0		
different	usr/lib/swift/iphoneos/Distributed.swiftmodule/arm64-apple-ios.swiftdoc	78084	78084	0		
different	usr/lib/swift/iphoneos/Distributed.swiftmodule/arm64-apple-ios.swiftinterface	23303	23303	0		
different	usr/lib/swift/iphoneos/Distributed.swiftmodule/arm64-apple-ios.swiftmodule	89848	89848	0		
different	usr/lib/swift/iphoneos/Distributed.swiftmodule/arm64-apple-ios.swiftsourceinfo	61556	61556	0		
different	usr/lib/swift/iphoneos/Distributed.swiftmodule/arm64e-apple-ios.private.swiftinterface	23304	23304	0		
different	usr/lib/swift/iphoneos/Distributed.swiftmodule/arm64e-apple-ios.swiftdoc	78084	78084	0		
different	usr/lib/swift/iphoneos/Distributed.swiftmodule/arm64e-apple-ios.swiftinterface	23304	23304	0		
different	usr/lib/swift/iphoneos/Distributed.swiftmodule/arm64e-apple-ios.swiftmodule	89848	89848	0		
different	usr/lib/swift/iphoneos/Distributed.swiftmodule/arm64e-apple-ios.swiftsourceinfo	61556	61556	0		
different	usr/lib/swift/iphoneos/Observation.swiftmodule/arm64-apple-ios.private.swiftinterface	11995	11995	0		
different	usr/lib/swift/iphoneos/Observation.swiftmodule/arm64-apple-ios.swiftdoc	8504	8504	0		
different	usr/lib/swift/iphoneos/Observation.swiftmodule/arm64-apple-ios.swiftinterface	10474	10474	0		
